T_PLU_Trans_No	T_PLU_Trans_Size	T_PLU_Trans_PLUNo	T_PLU_Trans_UP	T_PLU_Trans_WT	T_PLU_Trans_QTY	T_PLU_Trans_TP	T_PLU_Trans_Date	T_PLU_Trans_Time	Traceability_Code	T_PLU_Trans_Reserve	Scale_No	Before_Price	After_Price	Item_Code	Item_Name
8456	106	87	8800.	855.	1	7524.	151114	1826	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8457	106	70	14700.	475.	1	6983.	151114	1828	0000000000	0000000000	51	14700.	14700.	28000700000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8458	106	86	5400.	2095.	1	11313.	151114	1831	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8459	106	70	14700.	495.	1	7277.	151114	1833	0000000000	0000000000	51	14700.	14700.	28000700000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8460	106	11	11200.	440.	1	4928.	151114	1836	0000000000	0000000000	51	11200.	11200.	28000110000001	0810434153434152412044452046524549520000000000000000000000000000000000000000000000000000000000000000
8461	106	86	5400.	2170.	1	11718.	151114	1840	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8462	106	87	8800.	2135.	1	18788.	151114	1841	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8463	106	79	6200.	2045.	1	12679.	151114	1844	0000000000	0000000000	51	6200.	6200.	28000790000001	080E50455A554E41204341524E55444100000000000000000000000000000000000000000000000000000000000000000000
8464	106	88	6500.	1060.	1	6890.	151114	1845	0000000000	0000000000	51	6500.	6500.	28000880000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8465	106	70	14700.	1040.	1	15288.	151114	1847	0000000000	0000000000	51	14700.	14700.	28000700000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8466	106	8	13900.	230.	1	3197.	151114	1850	0000000000	0000000000	51	13900.	13900.	28000080000001	0811534F4C4F4D4F2045585452414E4A45524F00000000000000000000000000000000000000000000000000000000000000
8467	106	47	8900.	805.	1	7165.	151114	1853	0000000000	0000000000	51	8900.	8900.	28000470000001	081443484F52495A4F204D4958544F2043415345524F00000000000000000000000000000000000000000000000000000000
8468	106	71	12200.	465.	1	5673.	151114	1906	0000000000	0000000000	51	12200.	12200.	28000710000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
8469	106	77	6100.	510.	1	3111.	151114	1907	0000000000	0000000000	51	6100.	6100.	28000770000001	0808455350494E415A4F00000000000000000000000000000000000000000000000000000000000000000000000000000000
8470	106	71	12200.	995.	1	12139.	151114	1919	0000000000	0000000000	51	12200.	12200.	28000710000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
8471	106	74	12300.	450.	1	5535.	151114	1923	0000000000	0000000000	51	12300.	12300.	28000740000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
8472	106	70	14700.	770.	1	11319.	151114	1926	0000000000	0000000000	51	14700.	14700.	28000700000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8473	106	4	13900.	905.	1	12580.	151114	1931	0000000000	0000000000	51	13900.	13900.	28000040000001	08055441424C4100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8474	106	8	13900.	1230.	1	17097.	151114	1943	0000000000	0000000000	51	13900.	13900.	28000080000001	0811534F4C4F4D4F2045585452414E4A45524F00000000000000000000000000000000000000000000000000000000000000
8475	106	70	14700.	440.	1	6468.	151114	1945	0000000000	0000000000	51	14700.	14700.	28000700000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8476	106	8	13900.	1635.	1	22727.	151114	1949	0000000000	0000000000	51	13900.	13900.	28000080000001	0811534F4C4F4D4F2045585452414E4A45524F00000000000000000000000000000000000000000000000000000000000000
8477	106	73	12700.	720.	1	9144.	151114	1954	0000000000	0000000000	51	12700.	12700.	28000730000001	0811434F5354494C4C4120444520434552444F00000000000000000000000000000000000000000000000000000000000000
8478	106	78	4700.	530.	1	2491.	151114	1954	0000000000	0000000000	51	4700.	4700.	28000780000001	080D50455A554E41204652494A4F4C0000000000000000000000000000000000000000000000000000000000000000000000
8479	106	5	13900.	465.	1	6464.	151114	1957	0000000000	0000000000	51	13900.	13900.	28000050000001	0805504F53544100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8480	106	28	10100.	485.	1	4899.	151114	1958	0000000000	0000000000	51	10100.	10100.	28000280000001	0806434F50455445000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8481	106	71	12200.	755.	1	9211.	151114	2001	0000000000	0000000000	51	12200.	12200.	28000710000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
8482	106	74	12300.	455.	1	5597.	151114	2002	0000000000	0000000000	51	12300.	12300.	28000740000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
8483	106	48	10000.	805.	1	8050.	151114	2005	0000000000	0000000000	51	10000.	10000.	28000480000001	070F43484F52495A4F5320444520524553000000000000000000000000000000000000000000000000000000000000000000
8484	106	70	14700.	465.	1	6836.	151114	2013	0000000000	0000000000	51	14700.	14700.	28000700000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8485	106	4	13900.	990.	1	13761.	151114	2018	0000000000	0000000000	51	13900.	13900.	28000040000001	08055441424C4100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8486	106	71	12200.	495.	1	6039.	151114	2021	0000000000	0000000000	51	12200.	12200.	28000710000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
8487	106	74	12300.	1010.	1	12423.	151114	2030	0000000000	0000000000	51	12300.	12300.	28000740000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
8488	106	89	6500.	515.	1	3348.	161114	0857	0000000000	0000000000	51	6500.	6500.	28000890000001	070C414C4153205155414C495459000000000000000000000000000000000000000000000000000000000000000000000000
8489	106	87	8800.	780.	1	6864.	161114	0906	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8490	106	74	12300.	585.	1	7196.	161114	0940	0000000000	0000000000	51	12300.	12300.	28000740000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
8491	106	4	13900.	970.	1	13483.	161114	0944	0000000000	0000000000	51	13900.	13900.	28000040000001	08055441424C4100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8492	106	86	5400.	530.	1	2862.	161114	0959	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8493	106	86	5400.	505.	1	2727.	161114	1001	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8494	106	71	12200.	530.	1	6466.	161114	1011	0000000000	0000000000	51	12200.	12200.	28000710000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
8495	106	74	12300.	245.	1	3014.	161114	1014	0000000000	0000000000	51	12300.	12300.	28000740000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
8496	106	74	12300.	250.	1	3075.	161114	1015	0000000000	0000000000	51	12300.	12300.	28000740000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
8497	106	71	12200.	515.	1	6283.	161114	1017	0000000000	0000000000	51	12200.	12200.	28000710000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
8498	106	4	13900.	495.	1	6881.	161114	1018	0000000000	0000000000	51	13900.	13900.	28000040000001	08055441424C4100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8499	106	11	11200.	495.	1	5544.	161114	1020	0000000000	0000000000	51	11200.	11200.	28000110000001	0810434153434152412044452046524549520000000000000000000000000000000000000000000000000000000000000000
8500	106	86	5400.	575.	1	3105.	161114	1053	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8501	106	86	5400.	3320.	1	17928.	161114	1056	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8502	106	48	10000.	825.	1	8250.	161114	1057	0000000000	0000000000	51	10000.	10000.	28000480000001	070F43484F52495A4F5320444520524553000000000000000000000000000000000000000000000000000000000000000000
8503	106	15	11600.	630.	1	7308.	161114	1058	0000000000	0000000000	51	11600.	11600.	28000150000001	08084D4F5252494C4C4F00000000000000000000000000000000000000000000000000000000000000000000000000000000
8504	106	71	12200.	540.	1	6588.	161114	1100	0000000000	0000000000	51	12200.	12200.	28000710000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
8505	106	87	8800.	2570.	1	22616.	161114	1124	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8506	106	86	5400.	1670.	1	9018.	161114	1126	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8507	106	87	8800.	750.	1	6600.	161114	1128	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8508	106	87	8800.	1725.	1	15180.	161114	1133	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8509	106	4	13900.	485.	1	6742.	161114	1137	0000000000	0000000000	51	13900.	13900.	28000040000001	08055441424C4100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8510	106	72	11200.	785.	1	8792.	161114	1138	0000000000	0000000000	51	11200.	11200.	28000720000001	0810504945524E412045434F4E4F4D4943410000000000000000000000000000000000000000000000000000000000000000
8511	106	12	9400.	1965.	1	18471.	161114	1138	0000000000	0000000000	51	9400.	9400.	28000120000001	080D43415343415241204D4F4C45520000000000000000000000000000000000000000000000000000000000000000000000
9789	106	11	11200.	2440.	1	27328.	211214	1331	0000000000	0000000000	51	11200.	11200.	28655760000001	0810434153434152412044452046524549520000000000000000000000000000000000000000000000000000000000000000
9790	106	88	3400.	1140.	1	3876.	211214	1341	0000000000	0000000000	51	3400.	3400.	28656320000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9791	106	71	12200.	570.	1	6954.	211214	1352	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9792	106	88	3400.	3420.	1	11628.	211214	1355	0000000000	0000000000	51	3400.	3400.	28656320000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9793	106	87	9900.	1165.	1	11534.	211214	1431	0000000000	0000000000	51	9900.	9900.	28656310000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
9794	106	86	7600.	505.	1	3838.	211214	1549	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9795	106	88	3400.	1095.	1	3723.	211214	1550	0000000000	0000000000	51	3400.	3400.	28656320000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9796	106	87	9900.	665.	1	6584.	211214	1617	0000000000	0000000000	51	9900.	9900.	28656310000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
9797	106	88	3400.	1330.	1	4522.	211214	1713	0000000000	0000000000	51	3400.	3400.	28656320000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9798	106	89	8900.	1185.	1	10547.	211214	1748	0000000000	0000000000	51	8900.	8900.	28656830000001	0713454E5452454D55534C4F53205155414C4954590000000000000000000000000000000000000000000000000000000000
9799	106	85	9400.	870.	1	8178.	211214	1802	0000000000	0000000000	51	9400.	9400.	28656290000001	070E4D55534C4F53205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9800	106	87	9900.	675.	1	6683.	211214	1804	0000000000	0000000000	51	9900.	9900.	28656310000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
9801	106	47	8900.	580.	1	5162.	211214	1808	0000000000	0000000000	51	8900.	8900.	28656080000001	081443484F52495A4F204D4958544F2043415345524F00000000000000000000000000000000000000000000000000000000
9802	106	87	9900.	635.	1	6287.	211214	1823	0000000000	0000000000	51	9900.	9900.	28656310000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
9803	106	86	7600.	840.	1	6384.	211214	1828	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9804	106	88	3400.	825.	1	2805.	211214	1847	0000000000	0000000000	51	3400.	3400.	28656320000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9805	106	87	9900.	520.	1	5148.	211214	2005	0000000000	0000000000	51	9900.	9900.	28656310000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
9806	106	89	8900.	380.	1	3382.	211214	2006	0000000000	0000000000	51	8900.	8900.	28656830000001	0713454E5452454D55534C4F53205155414C4954590000000000000000000000000000000000000000000000000000000000
9807	106	85	9400.	470.	1	4418.	211214	2015	0000000000	0000000000	51	9400.	9400.	28656290000001	070E4D55534C4F53205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9808	106	74	12300.	1025.	1	12608.	221214	0958	0000000000	0000000000	51	12300.	12300.	28656200000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
9809	106	87	9900.	595.	1	5891.	221214	1002	0000000000	0000000000	51	9900.	9900.	28656310000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
9810	106	86	7600.	480.	1	3648.	221214	1003	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9811	106	16	12500.	580.	1	7250.	221214	1008	0000000000	0000000000	51	12500.	12500.	28655810000001	0810485545564F20444520534F4C4F4D4F200000000000000000000000000000000000000000000000000000000000000000
9812	106	5	13900.	675.	1	9383.	221214	1013	0000000000	0000000000	51	13900.	13900.	28655700000001	0805504F53544100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9813	106	77	6100.	590.	1	3599.	221214	1014	0000000000	0000000000	51	6100.	6100.	28656230000001	0808455350494E415A4F00000000000000000000000000000000000000000000000000000000000000000000000000000000
9814	106	5	13900.	905.	1	12580.	221214	1020	0000000000	0000000000	51	13900.	13900.	28655700000001	0805504F53544100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9815	106	5	13900.	905.	1	12580.	221214	1020	0000000000	0000000000	51	13900.	13900.	28655700000001	0805504F53544100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9816	106	71	12200.	510.	1	6222.	221214	1021	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9817	106	70	14700.	510.	1	7497.	221214	1023	0000000000	0000000000	51	14700.	14700.	28656160000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9818	106	8	13900.	640.	1	8896.	221214	1024	0000000000	0000000000	51	13900.	13900.	28655730000001	0811534F4C4F4D4F2045585452414E4A45524F00000000000000000000000000000000000000000000000000000000000000
9819	106	74	12300.	315.	1	3875.	221214	1026	0000000000	0000000000	51	12300.	12300.	28656200000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
9820	106	73	12700.	235.	1	2985.	221214	1029	0000000000	0000000000	51	12700.	12700.	28656190000001	0811434F5354494C4C4120444520434552444F00000000000000000000000000000000000000000000000000000000000000
9821	106	71	12200.	515.	1	6283.	221214	1032	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9822	106	71	12200.	525.	1	6405.	221214	1032	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9823	106	4	13900.	610.	1	8479.	221214	1033	0000000000	0000000000	51	13900.	13900.	28655690000001	08055441424C4100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9824	106	77	6100.	505.	1	3081.	221214	1038	0000000000	0000000000	51	6100.	6100.	28656230000001	0808455350494E415A4F00000000000000000000000000000000000000000000000000000000000000000000000000000000
9825	106	27	10100.	850.	1	8585.	221214	1045	0000000000	0000000000	51	10100.	10100.	28655920000001	0805504543484F00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9826	106	89	8900.	2155.	1	19180.	221214	1053	0000000000	0000000000	51	8900.	8900.	28656830000001	0713454E5452454D55534C4F53205155414C4954590000000000000000000000000000000000000000000000000000000000
9827	106	79	6200.	1020.	1	6324.	221214	1105	0000000000	0000000000	51	6200.	6200.	28656250000001	080E50455A554E41204341524E55444100000000000000000000000000000000000000000000000000000000000000000000
9828	106	86	7600.	2120.	1	16112.	221214	1106	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9829	106	86	7600.	1905.	1	14478.	221214	1113	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9830	106	11	11200.	2110.	1	23632.	221214	1115	0000000000	0000000000	51	11200.	11200.	28655760000001	0810434153434152412044452046524549520000000000000000000000000000000000000000000000000000000000000000
9831	106	85	9400.	1515.	1	14241.	221214	1121	0000000000	0000000000	51	9400.	9400.	28656290000001	070E4D55534C4F53205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9832	106	88	3400.	1095.	1	3723.	221214	1122	0000000000	0000000000	51	3400.	3400.	28656320000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9833	106	86	7600.	1910.	1	14516.	221214	1122	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9834	106	32	4000.	510.	1	2040.	221214	1124	0000000000	0000000000	51	4000.	4000.	28655970000001	080950414A4152494C4C41000000000000000000000000000000000000000000000000000000000000000000000000000000
9835	106	29	9000.	520.	1	4680.	221214	1124	0000000000	0000000000	51	9000.	9000.	28655940000001	080648494741444F000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9836	106	30	5000.	390.	1	1950.	221214	1124	0000000000	0000000000	51	5000.	5000.	28655950000001	0804424F46450000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9837	106	31	5500.	525.	1	2888.	221214	1124	0000000000	0000000000	51	5500.	5500.	28655960000001	0807434F52415A4F4E0000000000000000000000000000000000000000000000000000000000000000000000000000000000
9838	106	71	12200.	300.	1	3660.	221214	1143	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9839	106	71	12200.	860.	1	10492.	221214	1152	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9840	106	4	13900.	745.	1	10356.	221214	1155	0000000000	0000000000	51	13900.	13900.	28655690000001	08055441424C4100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9841	106	14	9400.	835.	1	7849.	221214	1203	0000000000	0000000000	51	9400.	9400.	28655790000001	08074C41474152544F0000000000000000000000000000000000000000000000000000000000000000000000000000000000
9842	106	18	10200.	765.	1	7803.	221214	1206	0000000000	0000000000	51	10200.	10200.	28655830000001	0813534F42524542415252494741204752554553410000000000000000000000000000000000000000000000000000000000
9843	106	27	10100.	560.	1	5656.	221214	1207	0000000000	0000000000	51	10100.	10100.	28655920000001	0805504543484F00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9844	106	86	7600.	2140.	1	16264.	221214	1209	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9845	106	86	7600.	1900.	1	14440.	221214	1214	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9846	106	72	11200.	410.	1	4592.	221214	1215	0000000000	0000000000	51	11200.	11200.	28656180000001	0810504945524E412045434F4E4F4D4943410000000000000000000000000000000000000000000000000000000000000000
9847	106	89	8900.	575.	1	5118.	221214	1216	0000000000	0000000000	51	8900.	8900.	28656830000001	0713454E5452454D55534C4F53205155414C4954590000000000000000000000000000000000000000000000000000000000
9848	106	85	9400.	330.	1	3102.	221214	1217	0000000000	0000000000	51	9400.	9400.	28656290000001	070E4D55534C4F53205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9849	106	8	13900.	1080.	1	15012.	221214	1218	0000000000	0000000000	51	13900.	13900.	28655730000001	0811534F4C4F4D4F2045585452414E4A45524F00000000000000000000000000000000000000000000000000000000000000
9850	106	70	14700.	530.	1	7791.	221214	1236	0000000000	0000000000	51	14700.	14700.	28656160000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9851	106	71	12200.	2130.	1	25986.	221214	1238	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9852	106	86	7600.	370.	1	2812.	221214	1238	0000000000	0000000000	51	7600.	7600.	28656300000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9853	106	5	13900.	665.	1	9244.	221214	1239	0000000000	0000000000	51	13900.	13900.	28655700000001	0805504F53544100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9854	106	71	12200.	1720.	1	20984.	221214	1243	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9855	106	74	12300.	780.	1	9594.	221214	1249	0000000000	0000000000	51	12300.	12300.	28656200000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
9856	106	71	12200.	445.	1	5429.	221214	1258	0000000000	0000000000	51	12200.	12200.	28656170000001	080F504945524E4120444520434552444F000000000000000000000000000000000000000000000000000000000000000000
9857	106	85	9400.	1490.	1	14006.	221214	1317	0000000000	0000000000	51	9400.	9400.	28656290000001	070E4D55534C4F53205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
9858	106	74	12300.	1000.	1	12300.	221214	1335	0000000000	0000000000	51	12300.	12300.	28656200000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
9859	106	89	8900.	2190.	1	19491.	221214	1337	0000000000	0000000000	51	8900.	8900.	28656830000001	0713454E5452454D55534C4F53205155414C4954590000000000000000000000000000000000000000000000000000000000
8512	106	86	5400.	5345.	1	28863.	161114	1142	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8513	106	88	6500.	535.	1	3478.	161114	1142	0000000000	0000000000	51	6500.	6500.	28000880000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8514	106	87	8800.	760.	1	6688.	161114	1143	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8515	106	87	8800.	800.	1	7040.	161114	1157	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8516	106	89	6500.	510.	1	3315.	161114	1158	0000000000	0000000000	51	6500.	6500.	28000890000001	070C414C4153205155414C495459000000000000000000000000000000000000000000000000000000000000000000000000
8517	106	5	13900.	1065.	1	14804.	161114	1214	0000000000	0000000000	51	13900.	13900.	28000050000001	0805504F53544100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8518	106	86	5400.	1445.	1	7803.	161114	1228	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8519	106	70	14700.	560.	1	8232.	161114	1231	0000000000	0000000000	51	14700.	14700.	28000700000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8520	106	86	5400.	1320.	1	7128.	161114	1235	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8521	106	86	5400.	2585.	1	13959.	161114	1236	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8522	106	87	8800.	720.	1	6336.	161114	1236	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8523	106	89	6500.	670.	1	4355.	161114	1237	0000000000	0000000000	51	6500.	6500.	28000890000001	070C414C4153205155414C495459000000000000000000000000000000000000000000000000000000000000000000000000
8524	106	89	6500.	505.	1	3283.	161114	1239	0000000000	0000000000	51	6500.	6500.	28000890000001	070C414C4153205155414C495459000000000000000000000000000000000000000000000000000000000000000000000000
8525	106	4	13900.	2035.	1	28287.	161114	1307	0000000000	0000000000	51	13900.	13900.	28000040000001	08055441424C4100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8526	106	70	14700.	1470.	1	21609.	161114	1310	0000000000	0000000000	51	14700.	14700.	28000700000001	08054341D14F4E00000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8527	106	86	5400.	980.	1	5292.	161114	1313	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8528	106	88	6500.	360.	1	2340.	161114	1314	0000000000	0000000000	51	6500.	6500.	28000880000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8529	106	88	6500.	380.	1	2470.	161114	1315	0000000000	0000000000	51	6500.	6500.	28000880000001	0804414C41530000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8530	106	5	13900.	1545.	1	21476.	161114	1316	0000000000	0000000000	51	13900.	13900.	28000050000001	0805504F53544100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8531	106	26	12500.	4350.	1	54375.	161114	1319	0000000000	0000000000	51	12500.	12500.	28000260000001	081050554E544120455350414C44494C4C410000000000000000000000000000000000000000000000000000000000000000
8532	106	74	12300.	1110.	1	13653.	161114	1320	0000000000	0000000000	51	12300.	12300.	28000740000001	080C544F43494E4F204341524E45000000000000000000000000000000000000000000000000000000000000000000000000
8533	106	86	5400.	1800.	1	9720.	161114	1325	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8534	106	87	8800.	945.	1	8316.	161114	1326	0000000000	0000000000	51	8800.	8800.	28000870000001	070F50454348554741205155414C495459000000000000000000000000000000000000000000000000000000000000000000
8535	106	86	5400.	495.	1	2673.	161114	1329	0000000000	0000000000	51	5400.	5400.	28000860000001	070E5045524E494C205155414C49545900000000000000000000000000000000000000000000000000000000000000000000
8536	106	5	13900.	505.	1	7020.	161114	1330	0000000000	0000000000	51	13900.	13900.	28000050000001	0805504F53544100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8537	106	89	6500.	965.	1	6273.	161114	1357	0000000000	0000000000	51	6500.	6500.	28000890000001	070C414C4153205155414C495459000000000000000000000000000000000000000000000000000000000000000000000000
