idVenta;fecha;pesoVenta;plu_idPlu;puntoVenta_idPuntoVenta
8279;2014-11-10 00:00:00;1055;4;51
8280;2014-11-10 00:00:00;560;74;51
8281;2014-11-10 00:00:00;500;86;51
8282;2014-11-10 00:00:00;505;71;51
8283;2014-11-10 00:00:00;265;7;51
8284;2014-11-11 00:00:00;840;87;51
8285;2014-11-11 00:00:00;1415;86;51
8286;2014-11-11 00:00:00;1415;86;51
8287;2014-11-11 00:00:00;495;89;51
8288;2014-11-11 00:00:00;940;87;51
8289;2014-11-11 00:00:00;2760;87;51
8290;2014-11-11 00:00:00;1025;86;51
8291;2014-11-11 00:00:00;965;71;51
8292;2014-11-11 00:00:00;1070;11;51
8293;2014-11-11 00:00:00;1630;86;51
8294;2014-11-11 00:00:00;695;87;51
8295;2014-11-11 00:00:00;1010;4;51
8296;2014-11-11 00:00:00;255;7;51
8297;2014-11-11 00:00:00;225;74;51
8298;2014-11-11 00:00:00;220;77;51
8299;2014-11-11 00:00:00;515;5;51
8300;2014-11-11 00:00:00;220;70;51
8301;2014-11-11 00:00:00;1425;70;51
8302;2014-11-11 00:00:00;1220;6;51
8303;2014-11-11 00:00:00;250;74;51
8304;2014-11-11 00:00:00;1090;70;51
8305;2014-11-11 00:00:00;235;71;51
8306;2014-11-11 00:00:00;2535;86;51
8307;2014-11-11 00:00:00;1165;89;51
8308;2014-11-11 00:00:00;880;86;51
8309;2014-11-11 00:00:00;625;89;51
8310;2014-11-11 00:00:00;575;87;51
8311;2014-11-11 00:00:00;990;89;51
8312;2014-11-11 00:00:00;785;87;51
8313;2014-11-11 00:00:00;1695;86;51
8314;2014-11-11 00:00:00;505;88;51
8315;2014-11-11 00:00:00;655;87;51
8316;2014-11-11 00:00:00;485;70;51
8317;2014-11-11 00:00:00;425;74;51
8318;2014-11-11 00:00:00;520;71;51
8319;2014-11-11 00:00:00;800;72;51
8320;2014-11-11 00:00:00;1015;71;51
8321;2014-11-11 00:00:00;805;16;51
8322;2014-11-11 00:00:00;1280;74;51
8323;2014-11-11 00:00:00;920;86;51
8324;2014-11-11 00:00:00;975;8;51
8325;2014-11-11 00:00:00;2560;87;51
8326;2014-11-11 00:00:00;730;11;51
8327;2014-11-11 00:00:00;710;87;51
8328;2014-11-11 00:00:00;645;87;51
8329;2014-11-11 00:00:00;735;87;51
8330;2014-11-11 00:00:00;1170;86;51
8331;2014-11-11 00:00:00;935;87;51
8332;2014-11-11 00:00:00;2935;71;51
8333;2014-11-11 00:00:00;535;86;51
8334;2014-11-11 00:00:00;1045;89;51
8335;2014-11-11 00:00:00;955;87;51
8336;2014-11-11 00:00:00;2635;86;51
8337;2014-11-11 00:00:00;780;87;51
8338;2014-11-11 00:00:00;475;77;51
8339;2014-11-12 00:00:00;1000;71;51
8340;2014-11-12 00:00:00;1615;87;51
8341;2014-11-12 00:00:00;510;8;51
8342;2014-11-12 00:00:00;1045;5;51
8343;2014-11-12 00:00:00;800;77;51
8344;2014-11-12 00:00:00;205;71;51
8345;2014-11-12 00:00:00;440;4;51
8346;2014-11-12 00:00:00;805;70;51
8347;2014-11-12 00:00:00;1545;86;51
8348;2014-11-12 00:00:00;540;4;51
8349;2014-11-12 00:00:00;465;70;51
8350;2014-11-12 00:00:00;175;77;51
8351;2014-11-12 00:00:00;500;71;51
8352;2014-11-12 00:00:00;455;72;51
8353;2014-11-12 00:00:00;445;88;51
8354;2014-11-12 00:00:00;605;87;51
8355;2014-11-12 00:00:00;465;89;51
8356;2014-11-12 00:00:00;555;86;51
8357;2014-11-12 00:00:00;3050;87;51
8358;2014-11-12 00:00:00;980;88;51
8359;2014-11-12 00:00:00;1685;87;51
8360;2014-11-12 00:00:00;2225;87;51
8361;2014-11-12 00:00:00;3720;86;51
8362;2014-11-12 00:00:00;2525;70;51
8363;2014-11-12 00:00:00;1870;86;51
8364;2014-11-12 00:00:00;2290;87;51
8365;2014-11-12 00:00:00;970;87;51
8366;2014-11-12 00:00:00;945;71;51
8367;2014-11-12 00:00:00;510;5;51
8368;2014-11-12 00:00:00;2450;87;51
8369;2014-11-12 00:00:00;475;4;51
8370;2014-11-12 00:00:00;960;87;51
8371;2014-11-12 00:00:00;830;77;51
8372;2014-11-12 00:00:00;495;16;51
8373;2014-11-12 00:00:00;560;89;51
8374;2014-11-12 00:00:00;1020;86;51
8375;2014-11-12 00:00:00;540;89;51
8376;2014-11-12 00:00:00;560;86;51
8377;2014-11-12 00:00:00;840;87;51
8378;2014-11-13 00:00:00;900;86;51
8379;2014-11-13 00:00:00;1230;86;51
8380;2014-11-13 00:00:00;415;48;51
8381;2014-11-14 00:00:00;815;48;51
8382;2014-11-14 00:00:00;1220;79;51
8383;2014-11-14 00:00:00;405;48;51
8384;2014-11-15 00:00:00;3625;86;51
8385;2014-11-15 00:00:00;4590;86;51
8386;2014-11-15 00:00:00;2055;86;51
8387;2014-11-15 00:00:00;515;89;51
8388;2014-11-15 00:00:00;425;44;51
8389;2014-11-15 00:00:00;1080;86;51
8390;2014-11-15 00:00:00;490;26;51
8391;2014-11-15 00:00:00;1010;87;51
8392;2014-11-15 00:00:00;1090;86;51
8393;2014-11-15 00:00:00;465;2;51
8394;2014-11-15 00:00:00;735;88;51
8395;2014-11-15 00:00:00;2190;16;51
8396;2014-11-15 00:00:00;1600;87;51
8397;2014-11-15 00:00:00;490;89;51
8398;2014-11-15 00:00:00;1075;86;51
8399;2014-11-15 00:00:00;2030;74;51
8400;2014-11-15 00:00:00;1105;4;51
8401;2014-11-15 00:00:00;590;87;51
8402;2014-11-15 00:00:00;715;87;51
8403;2014-11-15 00:00:00;1620;87;51
8404;2014-11-15 00:00:00;520;79;51
8405;2014-11-15 00:00:00;515;86;51
8406;2014-11-15 00:00:00;1020;71;51
8407;2014-11-15 00:00:00;1015;86;51
8408;2014-11-15 00:00:00;535;71;51
8409;2014-11-15 00:00:00;1020;87;51
8410;2014-11-15 00:00:00;1015;86;51
8411;2014-11-15 00:00:00;1760;87;51
8412;2014-11-15 00:00:00;515;89;51
8413;2014-11-15 00:00:00;3425;87;51
8414;2014-11-15 00:00:00;475;2;51
8415;2014-11-15 00:00:00;1570;20;51
8416;2014-11-15 00:00:00;540;71;51
8417;2014-11-15 00:00:00;435;3;51
8418;2014-11-15 00:00:00;970;71;51
8419;2014-11-15 00:00:00;490;3;51
8420;2014-11-15 00:00:00;1005;71;51
8421;2014-11-15 00:00:00;820;87;51
8422;2014-11-15 00:00:00;1070;86;51
8423;2014-11-15 00:00:00;1115;78;51
8424;2014-11-15 00:00:00;965;70;51
8425;2014-11-15 00:00:00;470;71;51
8426;2014-11-15 00:00:00;1910;87;51
8427;2014-11-15 00:00:00;0;87;51
8428;2014-11-15 00:00:00;775;88;51
8429;2014-11-15 00:00:00;1745;86;51
8430;2014-11-15 00:00:00;525;88;51
8431;2014-11-15 00:00:00;520;86;51
8432;2014-11-15 00:00:00;510;88;51
8433;2014-11-15 00:00:00;670;88;51
8434;2014-11-15 00:00:00;495;4;51
8435;2014-11-15 00:00:00;545;70;51
8436;2014-11-15 00:00:00;1140;86;51
8437;2014-11-15 00:00:00;955;7;51
8438;2014-11-15 00:00:00;515;28;51
8439;2014-11-15 00:00:00;525;86;51
8440;2014-11-15 00:00:00;520;73;51
8441;2014-11-15 00:00:00;2805;70;51
8442;2014-11-15 00:00:00;980;87;51
8443;2014-11-15 00:00:00;1050;71;51
8444;2014-11-15 00:00:00;505;4;51
8445;2014-11-15 00:00:00;1070;2;51
8446;2014-11-15 00:00:00;390;74;51
8447;2014-11-15 00:00:00;1535;86;51
8448;2014-11-15 00:00:00;450;9;51
8449;2014-11-15 00:00:00;515;70;51
8450;2014-11-15 00:00:00;660;67;51
8451;2014-11-15 00:00:00;500;2;51
8452;2014-11-15 00:00:00;730;74;51
8453;2014-11-15 00:00:00;530;88;51
8454;2014-11-15 00:00:00;2395;87;51
8455;2014-11-15 00:00:00;445;86;51
8456;2014-11-15 00:00:00;855;87;51
8457;2014-11-15 00:00:00;475;70;51
8458;2014-11-15 00:00:00;2095;86;51
8459;2014-11-15 00:00:00;495;70;51
8460;2014-11-15 00:00:00;440;11;51
8461;2014-11-15 00:00:00;2170;86;51
8462;2014-11-15 00:00:00;2135;87;51
8463;2014-11-15 00:00:00;2045;79;51
8464;2014-11-15 00:00:00;1060;88;51
8465;2014-11-15 00:00:00;1040;70;51
8466;2014-11-15 00:00:00;230;8;51
8467;2014-11-15 00:00:00;805;47;51
8468;2014-11-15 00:00:00;465;71;51
8469;2014-11-15 00:00:00;510;77;51
8470;2014-11-15 00:00:00;995;71;51
8471;2014-11-15 00:00:00;450;74;51
8472;2014-11-15 00:00:00;770;70;51
8473;2014-11-15 00:00:00;905;4;51
8474;2014-11-15 00:00:00;1230;8;51
8475;2014-11-15 00:00:00;440;70;51
8476;2014-11-15 00:00:00;1635;8;51
8477;2014-11-15 00:00:00;720;73;51
8478;2014-11-15 00:00:00;530;78;51
8479;2014-11-15 00:00:00;465;5;51
8480;2014-11-15 00:00:00;485;28;51
8481;2014-11-15 00:00:00;755;71;51
8482;2014-11-15 00:00:00;455;74;51
8483;2014-11-15 00:00:00;805;48;51
8484;2014-11-15 00:00:00;465;70;51
8485;2014-11-15 00:00:00;990;4;51
8486;2014-11-15 00:00:00;495;71;51
8487;2014-11-15 00:00:00;1010;74;51
8488;2014-11-16 00:00:00;515;89;51
8489;2014-11-16 00:00:00;780;87;51
8490;2014-11-16 00:00:00;585;74;51
8491;2014-11-16 00:00:00;970;4;51
8492;2014-11-16 00:00:00;530;86;51
8493;2014-11-16 00:00:00;505;86;51
8494;2014-11-16 00:00:00;530;71;51
8495;2014-11-16 00:00:00;245;74;51
8496;2014-11-16 00:00:00;250;74;51
8497;2014-11-16 00:00:00;515;71;51
8498;2014-11-16 00:00:00;495;4;51
8499;2014-11-16 00:00:00;495;11;51
8500;2014-11-16 00:00:00;575;86;51
8501;2014-11-16 00:00:00;3320;86;51
8502;2014-11-16 00:00:00;825;48;51
8503;2014-11-16 00:00:00;630;15;51
8504;2014-11-16 00:00:00;540;71;51
8505;2014-11-16 00:00:00;2570;87;51
8506;2014-11-16 00:00:00;1670;86;51
8507;2014-11-16 00:00:00;750;87;51
8508;2014-11-16 00:00:00;1725;87;51
8509;2014-11-16 00:00:00;485;4;51
8510;2014-11-16 00:00:00;785;72;51
8511;2014-11-16 00:00:00;1965;12;51
8512;2014-11-16 00:00:00;5345;86;51
8513;2014-11-16 00:00:00;535;88;51
8514;2014-11-16 00:00:00;760;87;51
8515;2014-11-16 00:00:00;800;87;51
8516;2014-11-16 00:00:00;510;89;51
8517;2014-11-16 00:00:00;1065;5;51
8518;2014-11-16 00:00:00;1445;86;51
8519;2014-11-16 00:00:00;560;70;51
8520;2014-11-16 00:00:00;1320;86;51
8521;2014-11-16 00:00:00;2585;86;51
8522;2014-11-16 00:00:00;720;87;51
8523;2014-11-16 00:00:00;670;89;51
8524;2014-11-16 00:00:00;505;89;51
8525;2014-11-16 00:00:00;2035;4;51
8526;2014-11-16 00:00:00;1470;70;51
8527;2014-11-16 00:00:00;980;86;51
8528;2014-11-16 00:00:00;360;88;51
8529;2014-11-16 00:00:00;380;88;51
8530;2014-11-16 00:00:00;1545;5;51
8531;2014-11-16 00:00:00;4350;26;51
8532;2014-11-16 00:00:00;1110;74;51
8533;2014-11-16 00:00:00;1800;86;51
8534;2014-11-16 00:00:00;945;87;51
8535;2014-11-16 00:00:00;495;86;51
8536;2014-11-16 00:00:00;505;5;51
8537;2014-11-16 00:00:00;965;89;51
8538;2014-11-16 00:00:00;770;87;51
8539;2014-11-16 00:00:00;1460;72;51
8540;2014-11-16 00:00:00;575;73;51
8541;2014-11-16 00:00:00;560;86;51
8542;2014-11-16 00:00:00;540;86;51
8543;2014-11-16 00:00:00;525;89;51
8544;2014-11-16 00:00:00;1145;27;51
8545;2014-11-16 00:00:00;1880;87;51
8546;2014-11-16 00:00:00;480;89;51
8547;2014-11-16 00:00:00;405;79;51
8548;2014-11-16 00:00:00;815;87;51
8549;2014-11-16 00:00:00;565;71;51
8550;2014-11-16 00:00:00;595;73;51
8551;2014-11-16 00:00:00;255;27;51
8552;2014-11-16 00:00:00;420;23;51
8553;2014-11-16 00:00:00;550;79;51
8554;2014-11-16 00:00:00;540;71;51
8555;2014-11-16 00:00:00;930;87;51
8556;2014-11-16 00:00:00;2130;71;51
8557;2014-11-16 00:00:00;555;71;51
8558;2014-11-16 00:00:00;540;74;51
8559;2014-11-16 00:00:00;535;4;51
8560;2014-11-16 00:00:00;495;71;51
8561;2014-11-16 00:00:00;530;5;51
8562;2014-11-16 00:00:00;825;87;51
8563;2014-11-16 00:00:00;810;71;51
8564;2014-11-16 00:00:00;670;23;51
8565;2014-11-16 00:00:00;520;71;51
8566;2014-11-16 00:00:00;800;87;51
8567;2014-11-16 00:00:00;520;72;51
8568;2014-11-16 00:00:00;505;77;51
8569;2014-11-16 00:00:00;770;87;51
8570;2014-11-16 00:00:00;540;89;51
8571;2014-11-16 00:00:00;1355;86;51
8572;2014-11-16 00:00:00;660;87;51
8573;2014-11-16 00:00:00;1605;87;51
8574;2014-11-16 00:00:00;420;86;51
8575;2014-11-16 00:00:00;495;71;51
8576;2014-11-16 00:00:00;430;44;51
8577;2014-11-16 00:00:00;430;44;51
8578;2014-11-16 00:00:00;225;74;51
8579;2014-11-16 00:00:00;230;74;51
8580;2014-11-17 00:00:00;3475;87;51
8581;2014-11-17 00:00:00;770;74;51
8582;2014-11-17 00:00:00;1610;71;51
8583;2014-11-17 00:00:00;2565;87;51
8584;2014-11-17 00:00:00;580;74;51
8585;2014-11-17 00:00:00;480;71;51
8586;2014-11-17 00:00:00;985;86;51
8587;2014-11-17 00:00:00;800;87;51
8588;2014-11-17 00:00:00;655;87;51
8589;2014-11-17 00:00:00;955;79;51
8590;2014-11-17 00:00:00;575;71;51
8591;2014-11-17 00:00:00;570;8;51
8592;2014-11-17 00:00:00;635;87;51
8593;2014-11-17 00:00:00;455;71;51
8594;2014-11-17 00:00:00;510;8;51
8595;2014-11-17 00:00:00;450;72;51
8596;2014-11-17 00:00:00;450;8;51
8597;2014-11-17 00:00:00;1935;87;51
8598;2014-11-17 00:00:00;995;71;51
8599;2014-11-17 00:00:00;1075;4;51
8600;2014-11-17 00:00:00;1060;87;51
8601;2014-11-17 00:00:00;465;70;51
8602;2014-11-17 00:00:00;705;70;51
8603;2014-11-17 00:00:00;500;89;51
8604;2014-11-17 00:00:00;505;70;51
8605;2014-11-17 00:00:00;540;4;51
8606;2014-11-17 00:00:00;480;88;51
8607;2014-11-17 00:00:00;930;86;51
8608;2014-11-17 00:00:00;520;73;51
8609;2014-11-17 00:00:00;535;8;51
8610;2014-11-17 00:00:00;1965;71;51
8611;2014-11-17 00:00:00;1460;73;51
8612;2014-11-17 00:00:00;1005;72;51
8613;2014-11-17 00:00:00;575;72;51
8614;2014-11-17 00:00:00;965;86;51
8615;2014-11-17 00:00:00;915;86;51
8616;2014-11-17 00:00:00;720;87;51
8617;2014-11-17 00:00:00;665;89;51
8618;2014-11-17 00:00:00;745;88;51
8619;2014-11-17 00:00:00;1640;16;51
8620;2014-11-17 00:00:00;1240;24;51
8621;2014-11-17 00:00:00;985;87;51
8622;2014-11-17 00:00:00;1000;71;51
8623;2014-11-17 00:00:00;580;74;51
8624;2014-11-17 00:00:00;510;4;51
8625;2014-11-17 00:00:00;450;11;51
8626;2014-11-17 00:00:00;305;15;51
8627;2014-11-17 00:00:00;840;15;51
8628;2014-11-17 00:00:00;1005;11;51
8629;2014-11-17 00:00:00;460;71;51
8630;2014-11-17 00:00:00;500;79;51
8631;2014-11-17 00:00:00;720;79;51
8632;2014-11-17 00:00:00;450;86;51
8633;2014-11-17 00:00:00;815;87;51
8634;2014-11-17 00:00:00;1000;71;51
8635;2014-11-17 00:00:00;485;71;51
8636;2014-11-17 00:00:00;765;87;51
8637;2014-11-17 00:00:00;560;28;51
8638;2014-11-17 00:00:00;510;75;51
8639;2014-11-17 00:00:00;320;77;51
8640;2014-11-17 00:00:00;410;48;51
8641;2014-11-17 00:00:00;745;87;51
8642;2014-11-17 00:00:00;875;87;51
8643;2014-11-17 00:00:00;480;70;51
8644;2014-11-17 00:00:00;480;7;51
8645;2014-11-17 00:00:00;915;87;51
8646;2014-11-17 00:00:00;1405;87;51
8647;2014-11-17 00:00:00;715;87;51
8648;2014-11-17 00:00:00;1890;87;51
8649;2014-11-17 00:00:00;505;72;51
8650;2014-11-17 00:00:00;475;74;51
8651;2014-11-17 00:00:00;765;87;51
8652;2014-11-17 00:00:00;1345;87;51
8653;2014-11-17 00:00:00;805;48;51
8654;2014-11-17 00:00:00;460;4;51
8655;2014-11-17 00:00:00;470;999998;51
8656;2014-11-17 00:00:00;470;71;51
8657;2014-11-17 00:00:00;1055;71;51
8658;2014-11-17 00:00:00;1035;7;51
8659;2014-11-17 00:00:00;665;74;51
8660;2014-11-17 00:00:00;1010;5;51
8661;2014-11-17 00:00:00;505;71;51
8662;2014-11-17 00:00:00;1040;4;51
8663;2014-11-17 00:00:00;510;4;51
8664;2014-11-17 00:00:00;505;74;51
8665;2014-11-17 00:00:00;525;77;51
8666;2014-11-17 00:00:00;505;15;51
8667;2014-11-17 00:00:00;4270;87;51
8668;2014-11-17 00:00:00;945;87;51
8669;2014-11-17 00:00:00;570;89;51
8670;2014-11-17 00:00:00;615;88;51
8671;2014-11-17 00:00:00;835;87;51
8672;2014-11-17 00:00:00;1020;71;51
8673;2014-11-17 00:00:00;935;8;51
8674;2014-11-17 00:00:00;750;87;51
8675;2014-11-17 00:00:00;1015;11;51
8676;2014-11-17 00:00:00;2475;86;51
8677;2014-11-17 00:00:00;630;87;51
8678;2014-11-18 00:00:00;960;87;51
8679;2014-11-18 00:00:00;940;86;51
8680;2014-11-18 00:00:00;830;87;51
8681;2014-11-18 00:00:00;740;87;51
8682;2014-11-18 00:00:00;370;86;51
8683;2014-11-18 00:00:00;460;88;51
8684;2014-11-18 00:00:00;500;88;51
8685;2014-11-18 00:00:00;830;86;51
8686;2014-11-18 00:00:00;410;48;51
8687;2014-11-18 00:00:00;1105;89;51
8688;2014-11-18 00:00:00;485;89;51
8689;2014-11-18 00:00:00;830;89;51
8690;2014-11-18 00:00:00;680;87;51
8691;2014-11-18 00:00:00;690;89;51
8692;2014-11-18 00:00:00;315;86;51
8693;2014-11-18 00:00:00;810;89;51
8694;2014-11-19 00:00:00;4185;70;51
8695;2014-11-19 00:00:00;510;89;51
8696;2014-11-19 00:00:00;1065;89;51
8697;2014-11-19 00:00:00;1235;89;51
8698;2014-11-19 00:00:00;4030;70;51
8699;2014-11-20 00:00:00;565;89;51
8700;2014-11-20 00:00:00;510;71;51
8701;2014-11-20 00:00:00;345;89;51
8702;2014-11-20 00:00:00;2670;89;51
8703;2014-11-20 00:00:00;485;89;51
8704;2014-11-20 00:00:00;540;74;51
8705;2014-11-20 00:00:00;775;75;51
8706;2014-11-20 00:00:00;975;4;51
8707;2014-11-20 00:00:00;500;5;51
8708;2014-11-20 00:00:00;535;77;51
8709;2014-11-20 00:00:00;260;73;51
8710;2014-11-21 00:00:00;460;89;51
8711;2014-11-21 00:00:00;2310;86;51
8712;2014-11-21 00:00:00;1095;89;51
8713;2014-11-21 00:00:00;790;87;51
8714;2014-11-21 00:00:00;1165;86;51
8715;2014-11-21 00:00:00;425;89;51
8716;2014-11-21 00:00:00;785;87;51
8717;2014-11-21 00:00:00;2760;86;51
8718;2014-11-21 00:00:00;2020;86;51
8719;2014-11-21 00:00:00;1015;87;51
8720;2014-11-21 00:00:00;680;89;51
8721;2014-11-21 00:00:00;960;89;51
8722;2014-11-21 00:00:00;450;74;51
8723;2014-11-21 00:00:00;2725;70;51
8724;2014-11-21 00:00:00;560;86;51
8725;2014-11-22 00:00:00;545;24;51
8726;2014-11-22 00:00:00;485;24;51
8727;2014-11-22 00:00:00;545;71;51
8728;2014-11-22 00:00:00;1370;71;51
8729;2014-11-22 00:00:00;530;11;51
8730;2014-11-22 00:00:00;810;87;51
8731;2014-11-22 00:00:00;830;87;51
8732;2014-11-22 00:00:00;330;76;51
8733;2014-11-22 00:00:00;330;76;51
8734;2014-11-22 00:00:00;335;76;51
8735;2014-11-22 00:00:00;330;76;51
8736;2014-11-22 00:00:00;335;76;51
8737;2014-11-22 00:00:00;330;76;51
8738;2014-11-22 00:00:00;330;76;51
8739;2014-11-22 00:00:00;325;76;51
8740;2014-11-22 00:00:00;335;76;51
8741;2014-11-22 00:00:00;325;76;51
8742;2014-11-22 00:00:00;320;76;51
8743;2014-11-22 00:00:00;310;76;51
8744;2014-11-22 00:00:00;330;76;51
8745;2014-11-22 00:00:00;340;76;51
8746;2014-11-22 00:00:00;335;76;51
8747;2014-11-22 00:00:00;765;87;51
8748;2014-11-22 00:00:00;980;86;51
8749;2014-11-22 00:00:00;475;71;51
8750;2014-11-22 00:00:00;500;7;51
8751;2014-11-22 00:00:00;500;70;51
8752;2014-11-22 00:00:00;3670;87;51
8753;2014-11-22 00:00:00;960;5;51
8754;2014-11-22 00:00:00;565;88;51
8755;2014-11-22 00:00:00;2770;5;51
8756;2014-11-22 00:00:00;1455;2;51
8757;2014-11-22 00:00:00;735;4;51
8758;2014-11-22 00:00:00;995;89;51
8759;2014-11-22 00:00:00;500;73;51
8760;2014-11-22 00:00:00;560;89;51
8761;2014-11-22 00:00:00;770;28;51
8762;2014-11-22 00:00:00;915;18;51
8763;2014-11-22 00:00:00;530;89;51
8764;2014-11-22 00:00:00;765;89;51
8765;2014-11-22 00:00:00;630;86;51
8766;2014-11-22 00:00:00;4825;87;51
8767;2014-11-22 00:00:00;790;87;51
8768;2014-11-22 00:00:00;645;8;51
8769;2014-11-22 00:00:00;1955;86;51
8770;2014-11-22 00:00:00;585;89;51
8771;2014-11-22 00:00:00;705;87;51
8772;2014-11-22 00:00:00;2105;86;51
8773;2014-11-22 00:00:00;285;8;51
8774;2014-11-22 00:00:00;3130;86;51
8775;2014-11-22 00:00:00;6130;8;51
8776;2014-11-22 00:00:00;6130;86;51
8777;2014-11-22 00:00:00;720;74;51
8778;2014-11-22 00:00:00;575;78;51
8779;2014-11-22 00:00:00;310;89;51
8780;2014-11-22 00:00:00;710;87;51
8781;2014-11-23 00:00:00;505;86;51
8782;2014-11-23 00:00:00;2685;8;51
8783;2014-11-23 00:00:00;2685;86;51
8784;2014-11-23 00:00:00;2700;86;51
8785;2014-11-23 00:00:00;755;70;51
8786;2014-11-23 00:00:00;3455;71;51
8787;2014-11-23 00:00:00;470;89;51
8788;2014-11-23 00:00:00;805;41;51
8789;2014-11-23 00:00:00;530;71;51
8790;2014-11-23 00:00:00;955;5;51
8791;2014-11-23 00:00:00;560;86;51
8792;2014-11-23 00:00:00;1040;8;51
8793;2014-11-23 00:00:00;1885;87;51
8794;2014-11-23 00:00:00;515;86;51
8795;2014-11-23 00:00:00;280;88;51
8796;2014-11-23 00:00:00;515;4;51
8797;2014-11-23 00:00:00;515;77;51
8798;2014-11-23 00:00:00;515;88;51
8799;2014-11-23 00:00:00;485;72;51
8800;2014-11-23 00:00:00;570;89;51
8801;2014-11-23 00:00:00;3130;86;51
8802;2014-11-23 00:00:00;2855;86;51
8803;2014-11-23 00:00:00;965;71;51
8804;2014-11-23 00:00:00;420;74;51
8805;2014-11-23 00:00:00;1070;88;51
8806;2014-11-23 00:00:00;740;71;51
8807;2014-11-23 00:00:00;470;4;51
8808;2014-11-23 00:00:00;830;87;51
8809;2014-11-23 00:00:00;440;71;51
8810;2014-11-23 00:00:00;485;73;51
8811;2014-11-23 00:00:00;525;71;51
8812;2014-11-23 00:00:00;475;2;51
8813;2014-11-23 00:00:00;500;73;51
8814;2014-11-23 00:00:00;535;88;51
8815;2014-11-23 00:00:00;575;86;51
8816;2014-11-23 00:00:00;725;87;51
8817;2014-11-23 00:00:00;1160;86;51
8818;2014-11-23 00:00:00;495;86;51
8819;2014-11-23 00:00:00;795;87;51
8820;2014-11-23 00:00:00;480;89;51
8821;2014-11-23 00:00:00;505;44;51
8822;2014-11-23 00:00:00;525;86;51
8823;2014-11-24 00:00:00;735;24;51
8824;2014-11-24 00:00:00;735;24;51
8825;2014-11-24 00:00:00;1010;86;51
8826;2014-11-24 00:00:00;505;89;51
8827;2014-11-24 00:00:00;495;71;51
8828;2014-11-24 00:00:00;510;67;51
8829;2014-11-24 00:00:00;625;87;51
8830;2014-11-24 00:00:00;970;9;51
8831;2014-11-24 00:00:00;545;86;51
8832;2014-11-24 00:00:00;780;4;51
8833;2014-11-24 00:00:00;280;89;51
8834;2014-11-24 00:00:00;530;89;51
8835;2014-11-24 00:00:00;610;77;51
8836;2014-11-24 00:00:00;740;75;51
8837;2014-11-24 00:00:00;290;70;51
8838;2014-11-24 00:00:00;515;71;51
8839;2014-11-24 00:00:00;470;6;51
8840;2014-11-24 00:00:00;515;8;51
8841;2014-11-24 00:00:00;400;89;51
8842;2014-11-24 00:00:00;530;86;51
8843;2014-11-24 00:00:00;2445;87;51
8844;2014-11-24 00:00:00;1820;86;51
8845;2014-11-24 00:00:00;715;71;51
8846;2014-11-24 00:00:00;490;71;51
8847;2014-11-24 00:00:00;520;71;51
8848;2014-11-24 00:00:00;825;73;51
8849;2014-11-24 00:00:00;265;70;51
8850;2014-11-24 00:00:00;220;4;51
8851;2014-11-24 00:00:00;490;89;51
8852;2014-11-24 00:00:00;1065;86;51
8853;2014-11-24 00:00:00;3865;86;51
8854;2014-11-24 00:00:00;555;89;51
8855;2014-11-24 00:00:00;1015;11;51
8856;2014-11-24 00:00:00;870;87;51
8857;2014-11-24 00:00:00;1020;89;51
8858;2014-11-24 00:00:00;1635;87;51
8859;2014-11-24 00:00:00;2470;87;51
8860;2014-11-24 00:00:00;1510;86;51
8861;2014-11-24 00:00:00;590;87;51
8862;2014-11-24 00:00:00;690;87;51
8863;2014-11-24 00:00:00;820;87;51
8864;2014-11-24 00:00:00;595;86;51
8865;2014-11-24 00:00:00;820;87;51
8866;2014-11-24 00:00:00;2745;86;51
8867;2014-11-24 00:00:00;1715;86;51
8868;2014-11-24 00:00:00;2290;86;51
8869;2014-11-24 00:00:00;945;86;51
8870;2014-11-24 00:00:00;1500;86;51
8871;2014-11-24 00:00:00;850;87;51
8872;2014-11-24 00:00:00;815;87;51
8873;2014-11-24 00:00:00;860;87;51
8874;2014-11-24 00:00:00;500;89;51
8875;2014-11-24 00:00:00;790;89;51
8876;2014-11-24 00:00:00;4565;86;51
8877;2014-11-24 00:00:00;800;87;51
8878;2014-11-24 00:00:00;495;89;51
8879;2014-11-24 00:00:00;2225;86;51
8880;2014-11-24 00:00:00;600;72;51
8881;2014-11-24 00:00:00;505;89;51
8882;2014-11-24 00:00:00;1100;86;51
8883;2014-11-25 00:00:00;565;89;51
8884;2014-11-25 00:00:00;1070;86;51
8885;2014-11-25 00:00:00;1575;87;51
8886;2014-11-25 00:00:00;1080;86;51
8887;2014-11-25 00:00:00;1700;86;51
8888;2014-11-25 00:00:00;1170;86;51
8889;2014-11-25 00:00:00;765;88;51
8890;2014-11-25 00:00:00;730;86;51
8891;2014-11-25 00:00:00;305;86;51
8892;2014-11-25 00:00:00;450;71;51
8893;2014-11-25 00:00:00;730;4;51
8894;2014-11-25 00:00:00;530;72;51
8895;2014-11-25 00:00:00;1045;86;51
8896;2014-11-25 00:00:00;245;89;51
8897;2014-11-25 00:00:00;430;86;51
8898;2014-11-25 00:00:00;490;89;51
8899;2014-11-25 00:00:00;430;86;51
8900;2014-11-25 00:00:00;525;71;51
8901;2014-11-25 00:00:00;1080;89;51
8902;2014-11-25 00:00:00;1615;89;51
8903;2014-11-25 00:00:00;1035;86;51
8904;2014-11-25 00:00:00;980;86;51
