idMovimiento;cantidad;codigoBarra;escala;fecha;hora;nombre;pesoVenta;plu;precioKilo;precioVenta
7661;1;28000890000001;51;2014-10-26 00:00:00;1150;ALAS QUALITY;485;89;6500;3153
7662;1;28000860000001;51;2014-10-26 00:00:00;1306;PERNIL QUALITY;390;86;5400;2106
7663;1;28000740000001;51;2014-10-26 00:00:00;1321;TOCINO CARNE;725;74;12300;8918
7664;1;28000730000001;51;2014-10-26 00:00:00;1322;COSTILLA DE CERDO;1675;73;10900;18258
7665;1;28000180000001;51;2014-10-26 00:00:00;1324;SOBREBARRIGA GRUESA;1425;18;8700;12398
7666;1;28000720000001;51;2014-10-26 00:00:00;1326;PIERNA ECONOMICA;535;72;11200;5992
7667;1;28000720000001;51;2014-10-26 00:00:00;1328;PIERNA ECONOMICA;1005;72;11200;11256
7668;1;28000770000001;51;2014-10-26 00:00:00;1328;ESPINAZO;1070;77;6100;6527
7669;1;28000040000001;51;2014-10-26 00:00:00;1338;TABLA;495;4;13900;6881
7670;1;28000710000001;51;2014-10-26 00:00:00;1404;PIERNA DE CERDO;1100;71;12200;13420
7671;1;28000770000001;51;2014-10-26 00:00:00;1408;ESPINAZO;2435;77;6100;14854
7672;1;28000050000001;51;2014-10-26 00:00:00;1416;POSTA;620;5;11900;7378
7673;1;28000730000001;51;2014-10-26 00:00:00;1424;COSTILLA DE CERDO;1070;73;10900;11663
7674;1;28000880000001;51;2014-10-26 00:00:00;1559;ALAS;480;88;6500;3120
7675;1;28000780000001;51;2014-10-26 00:00:00;1600;PEZUNA FRIJOL;475;78;4700;2233
7676;1;28000890000001;51;2014-10-26 00:00:00;1609;ALAS QUALITY;1520;89;6500;9880
7677;1;28000870000001;51;2014-10-26 00:00:00;1617;PECHUGA QUALITY;790;87;8800;6952
7678;1;28000870000001;51;2014-10-26 00:00:00;1651;PECHUGA QUALITY;905;87;8800;7964
7679;1;28000860000001;51;2014-10-26 00:00:00;1651;PERNIL QUALITY;1425;86;5400;7695
7680;1;28000870000001;51;2014-10-26 00:00:00;1701;PECHUGA QUALITY;740;87;8800;6512
7681;1;28000860000001;51;2014-10-26 00:00:00;1702;PERNIL QUALITY;500;86;5400;2700
7682;1;28000740000001;51;2014-10-26 00:00:00;1743;TOCINO CARNE;445;74;12300;5474
7683;1;28000730000001;51;2014-10-26 00:00:00;1802;COSTILLA DE CERDO;560;73;10900;6104
7684;1;28000870000001;51;2014-10-27 00:00:00;844;PECHUGA QUALITY;845;87;8800;7436
7685;1;28000860000001;51;2014-10-27 00:00:00;844;PERNIL QUALITY;435;86;5400;2349
7686;1;28000870000001;51;2014-10-27 00:00:00;911;PECHUGA QUALITY;810;87;8800;7128
7687;1;28000890000001;51;2014-10-27 00:00:00;1017;ALAS QUALITY;975;89;6500;6338
7688;1;28000870000001;51;2014-10-27 00:00:00;1019;PECHUGA QUALITY;1610;87;8800;14168
7689;1;28000860000001;51;2014-10-27 00:00:00;1045;PERNIL QUALITY;2700;86;5400;14580
7690;1;28000860000001;51;2014-10-27 00:00:00;1117;PERNIL QUALITY;1465;86;5400;7911
7691;1;28000730000001;51;2014-10-27 00:00:00;1123;COSTILLA DE CERDO;605;73;10900;6595
7692;1;28000880000001;51;2014-10-27 00:00:00;1124;ALAS;480;88;6500;3120
7693;1;28000110000001;51;2014-10-27 00:00:00;1128;CASCARA DE FREIR;575;11;11200;6440
7694;1;28000700000001;51;2014-10-27 00:00:00;1130;CAÑON;490;70;12600;6174
7695;1;28000880000001;51;2014-10-27 00:00:00;1131;ALAS;480;88;6500;3120
7696;1;28000050000001;51;2014-10-27 00:00:00;1149;POSTA;740;5;11900;8806
7697;1;28000700000001;51;2014-10-27 00:00:00;1151;CAÑON;455;70;12600;5733
7698;1;28000870000001;51;2014-10-27 00:00:00;1203;PECHUGA QUALITY;710;87;8800;6248
7699;1;28000730000001;51;2014-10-27 00:00:00;1204;COSTILLA DE CERDO;515;73;10900;5614
7700;1;28000870000001;51;2014-10-27 00:00:00;1205;PECHUGA QUALITY;2130;87;8800;18744
7701;1;28000770000001;51;2014-10-27 00:00:00;1207;ESPINAZO;160;77;6100;976
7702;1;28000110000001;51;2014-10-27 00:00:00;1210;CASCARA DE FREIR;910;11;11200;10192
7703;1;28000280000001;51;2014-10-27 00:00:00;1213;COPETE;410;28;8700;3567
7704;1;28000880000001;51;2014-10-27 00:00:00;1219;ALAS;1045;88;6500;6793
7705;1;28000880000001;51;2014-10-27 00:00:00;1219;ALAS;1045;88;6500;6793
7706;1;28000710000001;51;2014-10-27 00:00:00;1221;PIERNA DE CERDO;1055;71;12200;12871
7707;1;28000290000001;51;2014-10-27 00:00:00;1229;HIGADO;435;29;7700;3350
7708;1;28000050000001;51;2014-10-27 00:00:00;1233;POSTA;420;5;11900;4998
7709;1;28000860000001;51;2014-10-27 00:00:00;1312;PERNIL QUALITY;1355;86;5400;7317
7710;1;28000870000001;51;2014-10-27 00:00:00;1629;PECHUGA QUALITY;1395;87;8800;12276
7711;1;28000880000001;51;2014-10-27 00:00:00;1805;ALAS;3020;88;6500;19630
7712;1;28000740000001;51;2014-10-27 00:00:00;1923;TOCINO CARNE;765;74;12300;9410
7713;1;28000730000001;51;2014-10-27 00:00:00;1926;COSTILLA DE CERDO;480;73;10900;5232
7714;1;28000700000001;51;2014-10-27 00:00:00;1929;CAÑON;595;70;12600;7497
7715;1;28000700000001;51;2014-10-27 00:00:00;1930;CAÑON;435;70;12600;5481
7716;1;28000040000001;51;2014-10-27 00:00:00;1931;TABLA;420;4;13900;5838
7717;1;28000470000001;51;2014-10-27 00:00:00;1934;CHORIZO MIXTO CASERO;325;47;8900;2893
7718;1;28000770000001;51;2014-10-27 00:00:00;1935;ESPINAZO;535;77;6100;3264
7719;1;28000880000001;51;2014-10-27 00:00:00;1937;ALAS;425;88;6500;2763
7720;1;28000160000001;51;2014-10-27 00:00:00;1937;HUEVO DE SOLOMO;485;16;12500;6063
7721;1;28000160000001;51;2014-10-27 00:00:00;1941;HUEVO DE SOLOMO;915;16;12500;11438
7722;1;28000700000001;51;2014-10-27 00:00:00;1942;CAÑON;605;70;12600;7623
7723;1;28000700000001;51;2014-10-27 00:00:00;1946;CAÑON;1965;70;12600;24759
7724;1;28000700000001;51;2014-10-27 00:00:00;1949;CAÑON;1100;70;12600;13860
7725;1;28000880000001;51;2014-10-27 00:00:00;1951;ALAS;1035;88;6500;6728
7726;1;28000730000001;51;2014-10-27 00:00:00;1954;COSTILLA DE CERDO;1845;73;10900;20111
7727;1;28000890000001;51;2014-10-28 00:00:00;1212;ALAS QUALITY;560;89;6500;3640
7728;1;28000890000001;51;2014-10-28 00:00:00;1517;ALAS QUALITY;490;89;6500;3185
7729;1;28000770000001;51;2014-10-28 00:00:00;1702;ESPINAZO;485;77;6100;2959
7730;1;28000710000001;51;2014-10-28 00:00:00;1702;PIERNA DE CERDO;530;71;12200;6466
7731;1;28000020000001;51;2014-10-28 00:00:00;1716;SOLOMO REDONDO;1025;2;21200;21730
7732;1;28000080000001;51;2014-10-28 00:00:00;1740;SOLOMO EXTRANJERO;1025;8;13900;14248
7733;1;28000050000001;51;2014-10-28 00:00:00;1741;POSTA;710;5;13900;9869
7734;1;28000720000001;51;2014-10-28 00:00:00;1745;PIERNA ECONOMICA;520;72;11200;5824
7735;1;28000890000001;51;2014-10-28 00:00:00;1828;ALAS QUALITY;1120;89;6500;7280
7736;1;28000700000001;51;2014-10-28 00:00:00;1911;CAÑON;1045;70;14700;15362
7737;1;28000710000001;51;2014-10-30 00:00:00;1054;PIERNA DE CERDO;970;71;12200;11834
7738;1;28000050000001;51;2014-10-30 00:00:00;1057;POSTA;455;5;13900;6325
7739;1;28000710000001;51;2014-10-30 00:00:00;1059;PIERNA DE CERDO;420;71;12200;5124
7740;1;28000710000001;51;2014-10-30 00:00:00;1139;PIERNA DE CERDO;500;71;12200;6100
7741;1;28000700000001;51;2014-10-30 00:00:00;1313;CAÑON;500;70;14700;7350
7742;1;28000710000001;51;2014-10-30 00:00:00;1600;PIERNA DE CERDO;485;71;12200;5917
7743;1;28000110000001;51;2014-10-30 00:00:00;1601;CASCARA DE FREIR;435;11;11200;4872
7744;1;28000700000001;51;2014-10-30 00:00:00;1603;CAÑON;470;70;14700;6909
7745;1;28000780000001;51;2014-10-30 00:00:00;1606;PEZUNA FRIJOL;660;78;4700;3102
7746;1;28000020000001;51;2014-10-30 00:00:00;1622;SOLOMO REDONDO;4225;2;21200;89570
7747;1;28000740000001;51;2014-10-30 00:00:00;1628;TOCINO CARNE;510;74;12300;6273
7748;1;28000710000001;51;2014-10-30 00:00:00;1630;PIERNA DE CERDO;815;71;12200;9943
7749;1;28000050000001;51;2014-10-30 00:00:00;1631;POSTA;675;5;13900;9383
7750;1;28000160000001;51;2014-10-30 00:00:00;1632;HUEVO DE SOLOMO;1175;16;12500;14688
7751;1;28000150000001;51;2014-10-30 00:00:00;1742;MORRILLO;505;15;11600;5858
7752;1;28000720000001;51;2014-10-30 00:00:00;1744;PIERNA ECONOMICA;940;72;11200;10528
7753;1;28000700000001;51;2014-10-30 00:00:00;1751;CAÑON;920;70;14700;13524
7754;1;28000040000001;51;2014-10-30 00:00:00;1755;TABLA;525;4;13900;7298
7755;1;28000710000001;51;2014-10-30 00:00:00;1801;PIERNA DE CERDO;455;71;12200;5551
7756;1;28000720000001;51;2014-10-30 00:00:00;1855;PIERNA ECONOMICA;405;72;11200;4536
7757;1;28000030000001;51;2014-10-30 00:00:00;1857;PUNTA DE ANCA;425;3;20100;8543
7758;1;28000030000001;51;2014-10-30 00:00:00;1858;PUNTA DE ANCA;150;3;20100;3015
7759;1;28000710000001;51;2014-10-30 00:00:00;1913;PIERNA DE CERDO;480;71;12200;5856
7760;1;28000290000001;51;2014-10-30 00:00:00;1924;HIGADO;515;29;9000;4635
7761;1;28000710000001;51;2014-10-30 00:00:00;1927;PIERNA DE CERDO;520;71;12200;6344
7762;1;28000080000001;51;2014-10-30 00:00:00;1951;SOLOMO EXTRANJERO;1565;8;13900;21754
7763;1;28000710000001;51;2014-10-30 00:00:00;2001;PIERNA DE CERDO;2580;71;12200;31476
7764;1;28000470000001;51;2014-10-30 00:00:00;2010;CHORIZO MIXTO CASERO;430;47;8900;3827
7765;1;28000870000001;51;2014-10-31 00:00:00;1025;PECHUGA QUALITY;1085;87;8800;9548
7766;1;28000890000001;51;2014-10-31 00:00:00;1045;ALAS QUALITY;560;89;6500;3640
7767;1;28000860000001;51;2014-10-31 00:00:00;1049;PERNIL QUALITY;1995;86;5400;10773
7768;1;28000870000001;51;2014-10-31 00:00:00;1050;PECHUGA QUALITY;950;87;8800;8360
7769;1;28000080000001;51;2014-10-31 00:00:00;1056;SOLOMO EXTRANJERO;970;8;13900;13483
7770;1;28000710000001;51;2014-10-31 00:00:00;1100;PIERNA DE CERDO;530;71;12200;6466
7771;1;28000880000001;51;2014-10-31 00:00:00;1107;ALAS;485;88;6500;3153
7772;1;28000040000001;51;2014-10-31 00:00:00;1115;TABLA;1000;4;13900;13900
7773;1;28000720000001;51;2014-10-31 00:00:00;1119;PIERNA ECONOMICA;505;72;11200;5656
7774;1;28000710000001;51;2014-10-31 00:00:00;1122;PIERNA DE CERDO;535;71;12200;6527
7775;1;28000890000001;51;2014-10-31 00:00:00;1125;ALAS QUALITY;975;89;6500;6338
7776;1;28000890000001;51;2014-10-31 00:00:00;1130;ALAS QUALITY;980;89;6500;6370
7777;1;28000890000001;51;2014-10-31 00:00:00;1133;ALAS QUALITY;720;89;6500;4680
7778;1;28000870000001;51;2014-10-31 00:00:00;1151;PECHUGA QUALITY;2500;87;8800;22000
7779;1;28000060000001;51;2014-10-31 00:00:00;1206;MUCHACHO;515;6;11900;6129
7780;1;28000750000001;51;2014-10-31 00:00:00;1209;PAPADA;675;75;6500;4388
7781;1;28000700000001;51;2014-10-31 00:00:00;1210;CAÑON;210;70;12600;2646
7782;1;28000890000001;51;2014-10-31 00:00:00;1211;ALAS QUALITY;465;89;6500;3023
7783;1;28000240000001;51;2014-10-31 00:00:00;1219;TAPA DE COSTILLA;995;24;8700;8657
7784;1;28000240000001;51;2014-10-31 00:00:00;1220;TAPA DE COSTILLA;1120;24;8700;9744
7785;1;28000870000001;51;2014-10-31 00:00:00;1222;PECHUGA QUALITY;2350;87;8800;20680
7786;1;28000860000001;51;2014-10-31 00:00:00;1223;PERNIL QUALITY;1545;86;5400;8343
7787;1;28000290000001;51;2014-10-31 00:00:00;1231;HIGADO;485;29;7700;3735
7788;1;28000860000001;51;2014-10-31 00:00:00;1336;PERNIL QUALITY;1025;86;5400;5535
7789;1;28000750000001;51;2014-10-31 00:00:00;1336;PAPADA;935;75;6500;6078
7790;1;28000040000001;51;2014-10-31 00:00:00;1336;TABLA;535;4;13900;7437
7791;1;28000080000001;51;2014-10-31 00:00:00;1357;SOLOMO EXTRANJERO;1005;8;13900;13970
7792;1;28000700000001;51;2014-10-31 00:00:00;1358;CAÑON;745;70;12600;9387
7793;1;28000710000001;51;2014-10-31 00:00:00;1503;PIERNA DE CERDO;485;71;12200;5917
7794;1;28000860000001;51;2014-10-31 00:00:00;1523;PERNIL QUALITY;970;86;5400;5238
7795;1;28000860000001;51;2014-10-31 00:00:00;1524;PERNIL QUALITY;1025;86;5400;5535
7796;1;28000750000001;51;2014-10-31 00:00:00;1530;PAPADA;530;75;6500;3445
7797;1;28000070000001;51;2014-10-31 00:00:00;1541;HUEVO DE ALDANA;705;7;13900;9800
7798;1;28000050000001;51;2014-10-31 00:00:00;1544;POSTA;545;5;11900;6486
7799;1;28000070000001;51;2014-10-31 00:00:00;1600;HUEVO DE ALDANA;950;7;13900;13205
7800;1;28000890000001;51;2014-10-31 00:00:00;1601;ALAS QUALITY;515;89;6500;3348
7801;1;28000890000001;51;2014-10-31 00:00:00;1601;ALAS QUALITY;630;89;6500;4095
7802;1;28000860000001;51;2014-10-31 00:00:00;1602;PERNIL QUALITY;1025;86;5400;5535
7803;1;28000880000001;51;2014-10-31 00:00:00;1610;ALAS;635;88;6500;4128
7804;1;28000870000001;51;2014-10-31 00:00:00;1619;PECHUGA QUALITY;1715;87;8800;15092
7805;1;28000080000001;51;2014-10-31 00:00:00;1624;SOLOMO EXTRANJERO;2990;8;13900;41561
7806;1;28000740000001;51;2014-10-31 00:00:00;1631;TOCINO CARNE;490;74;12300;6027
7807;1;28000860000001;51;2014-10-31 00:00:00;1634;PERNIL QUALITY;525;86;5400;2835
7808;1;28000740000001;51;2014-10-31 00:00:00;1646;TOCINO CARNE;745;74;12300;9164
7809;1;28000710000001;51;2014-10-31 00:00:00;1648;PIERNA DE CERDO;750;71;12200;9150
7810;1;28000040000001;51;2014-10-31 00:00:00;1652;TABLA;975;4;13900;13553
7811;1;28000870000001;51;2014-10-31 00:00:00;1654;PECHUGA QUALITY;920;87;8800;8096
7812;1;28000780000001;51;2014-10-31 00:00:00;1655;PEZUNA FRIJOL;475;78;4700;2233
7813;1;28000860000001;51;2014-10-31 00:00:00;1716;PERNIL QUALITY;885;86;5400;4779
7814;1;28000700000001;51;2014-10-31 00:00:00;1724;CAÑON;475;70;12600;5985
7815;1;28000880000001;51;2014-10-31 00:00:00;1726;ALAS;485;88;6500;3153
7816;1;28000480000001;51;2014-10-31 00:00:00;1736;CHORIZOS DE RES;405;48;10000;4050
7817;1;28000110000001;51;2014-10-31 00:00:00;1746;CASCARA DE FREIR;1045;11;11200;11704
7818;1;28000710000001;51;2014-10-31 00:00:00;1747;PIERNA DE CERDO;1000;71;12200;12200
7819;1;28000740000001;51;2014-10-31 00:00:00;1750;TOCINO CARNE;530;74;12300;6519
7820;1;28000030000001;51;2014-10-31 00:00:00;1756;PUNTA DE ANCA;530;3;17500;9275
7821;1;28000290000001;51;2014-10-31 00:00:00;1757;HIGADO;560;29;7700;4312
7822;1;28000710000001;51;2014-10-31 00:00:00;1831;PIERNA DE CERDO;445;71;12200;5429
7823;1;28000020000001;51;2014-10-31 00:00:00;1832;SOLOMO REDONDO;210;2;21200;4452
7824;1;28000860000001;51;2014-10-31 00:00:00;1833;PERNIL QUALITY;2045;86;5400;11043
7825;1;28000880000001;51;2014-10-31 00:00:00;1834;ALAS;480;88;6500;3120
7826;1;28000020000001;51;2014-10-31 00:00:00;1836;SOLOMO REDONDO;320;2;21200;6784
7827;1;28000890000001;51;2014-10-31 00:00:00;1838;ALAS QUALITY;590;89;6500;3835
7828;1;28000710000001;51;2014-10-31 00:00:00;1841;PIERNA DE CERDO;1025;71;12200;12505
7829;1;28000740000001;51;2014-10-31 00:00:00;1845;TOCINO CARNE;525;74;12300;6458
7830;1;28000740000001;51;2014-10-31 00:00:00;1848;TOCINO CARNE;1000;74;12300;12300
7831;1;28000740000001;51;2014-10-31 00:00:00;1851;TOCINO CARNE;920;74;12300;11316
7832;1;28000710000001;51;2014-10-31 00:00:00;1859;PIERNA DE CERDO;1515;71;12200;18483
7833;1;28000290000001;51;2014-10-31 00:00:00;1901;HIGADO;515;29;7700;3966
7834;1;28000480000001;51;2014-10-31 00:00:00;1902;CHORIZOS DE RES;400;48;10000;4000
7835;1;28000870000001;51;2014-10-31 00:00:00;1909;PECHUGA QUALITY;1680;87;8800;14784
7836;1;28000710000001;51;2014-10-31 00:00:00;1915;PIERNA DE CERDO;535;71;12200;6527
7837;1;28000860000001;51;2014-10-31 00:00:00;1934;PERNIL QUALITY;3205;86;5400;17307
7838;1;28000870000001;51;2014-10-31 00:00:00;1937;PECHUGA QUALITY;785;87;8800;6908
7839;1;28000860000001;51;2014-10-31 00:00:00;1946;PERNIL QUALITY;1675;86;5400;9045
7840;1;28000860000001;51;2014-10-31 00:00:00;1947;PERNIL QUALITY;1115;86;5400;6021
7841;1;28000860000001;51;2014-11-01 00:00:00;947;PERNIL QUALITY;480;86;5400;2592
7842;1;28000890000001;51;2014-11-01 00:00:00;956;ALAS QUALITY;935;89;6500;6078
7843;1;28000890000001;51;2014-11-01 00:00:00;956;ALAS QUALITY;1190;89;6500;7735
7844;1;28000860000001;51;2014-11-01 00:00:00;1052;PERNIL QUALITY;2695;86;5400;14553
7845;1;28000860000001;51;2014-11-01 00:00:00;1100;PERNIL QUALITY;935;86;5400;5049
7846;1;28000870000001;51;2014-11-01 00:00:00;1101;PECHUGA QUALITY;760;87;8800;6688
7847;1;28000870000001;51;2014-11-01 00:00:00;1116;PECHUGA QUALITY;695;87;8800;6116
7848;1;28000870000001;51;2014-11-01 00:00:00;1210;PECHUGA QUALITY;1040;87;8800;9152
7849;1;28000860000001;51;2014-11-01 00:00:00;1319;PERNIL QUALITY;1045;86;5400;5643
7850;1;28000870000001;51;2014-11-01 00:00:00;1331;PECHUGA QUALITY;5165;87;8800;45452
7851;1;28000870000001;51;2014-11-01 00:00:00;1332;PECHUGA QUALITY;995;87;8800;8756
7852;1;28000740000001;51;2014-11-01 00:00:00;1336;TOCINO CARNE;740;74;12300;9102
7853;1;28000870000001;51;2014-11-01 00:00:00;1338;PECHUGA QUALITY;885;87;8800;7788
7854;1;28000860000001;51;2014-11-01 00:00:00;1338;PERNIL QUALITY;1055;86;5400;5697
7855;1;28000140000001;51;2014-11-01 00:00:00;1339;LAGARTO;1060;14;7900;8374
7856;1;28000270000001;51;2014-11-01 00:00:00;1341;PECHO;1120;27;8700;9744
7857;1;28000080000001;51;2014-11-01 00:00:00;1344;SOLOMO EXTRANJERO;545;8;13900;7576
7858;1;28000860000001;51;2014-11-01 00:00:00;1344;PERNIL QUALITY;545;86;5400;2943
7859;1;28000870000001;51;2014-11-01 00:00:00;1346;PECHUGA QUALITY;2545;87;8800;22396
7860;1;28000720000001;51;2014-11-01 00:00:00;1348;PIERNA ECONOMICA;2630;72;11200;29456
7861;1;28000070000001;51;2014-11-01 00:00:00;1349;HUEVO DE ALDANA;1440;7;13900;20016
7862;1;28000890000001;51;2014-11-01 00:00:00;1351;ALAS QUALITY;1570;89;6500;10205
7863;1;28000870000001;51;2014-11-01 00:00:00;1431;PECHUGA QUALITY;870;87;8800;7656
7864;1;28000890000001;51;2014-11-01 00:00:00;1453;ALAS QUALITY;1015;89;6500;6598
7865;1;28000860000001;51;2014-11-01 00:00:00;1522;PERNIL QUALITY;2750;86;5400;14850
7866;1;28000870000001;51;2014-11-01 00:00:00;1523;PECHUGA QUALITY;1675;87;8800;14740
7867;1;28000870000001;51;2014-11-01 00:00:00;1558;PECHUGA QUALITY;820;87;8800;7216
7868;1;28000860000001;51;2014-11-01 00:00:00;1610;PERNIL QUALITY;1810;86;5400;9774
7869;1;28000870000001;51;2014-11-01 00:00:00;1610;PECHUGA QUALITY;1510;87;8800;13288
7870;1;28000700000001;51;2014-11-01 00:00:00;1629;CAÑON;3030;70;12600;38178
7871;1;28000890000001;51;2014-11-01 00:00:00;1705;ALAS QUALITY;620;89;6500;4030
7872;1;28000860000001;51;2014-11-01 00:00:00;1737;PERNIL QUALITY;1005;86;5400;5427
7873;1;28000860000001;51;2014-11-01 00:00:00;1738;PERNIL QUALITY;1510;86;5400;8154
7874;1;28000860000001;51;2014-11-01 00:00:00;1739;PERNIL QUALITY;480;86;5400;2592
7875;1;28000890000001;51;2014-11-01 00:00:00;1740;ALAS QUALITY;560;89;6500;3640
7876;1;28000870000001;51;2014-11-01 00:00:00;1740;PECHUGA QUALITY;820;87;8800;7216
7877;1;28000890000001;51;2014-11-01 00:00:00;1741;ALAS QUALITY;2085;89;6500;13553
7878;1;28000480000001;51;2014-11-01 00:00:00;1748;CHORIZOS DE RES;410;48;10000;4100
7879;1;28000870000001;51;2014-11-01 00:00:00;1753;PECHUGA QUALITY;850;87;8800;7480
7880;1;28000890000001;51;2014-11-01 00:00:00;1804;ALAS QUALITY;640;89;6500;4160
7881;1;28000860000001;51;2014-11-01 00:00:00;1828;PERNIL QUALITY;2585;86;5400;13959
7882;1;28000870000001;51;2014-11-01 00:00:00;1855;PECHUGA QUALITY;920;87;8800;8096
7883;1;28000890000001;51;2014-11-01 00:00:00;1949;ALAS QUALITY;510;89;6500;3315
7884;1;28000870000001;51;2014-11-01 00:00:00;1959;PECHUGA QUALITY;785;87;8800;6908
7885;1;28000860000001;51;2014-11-02 00:00:00;847;PERNIL QUALITY;2605;86;5400;14067
7886;1;28000860000001;51;2014-11-02 00:00:00;906;PERNIL QUALITY;1025;86;5400;5535
7887;1;28000860000001;51;2014-11-02 00:00:00;954;PERNIL QUALITY;2950;86;5400;15930
7888;1;28000860000001;51;2014-11-02 00:00:00;1021;PERNIL QUALITY;1450;86;5400;7830
7889;1;28000860000001;51;2014-11-02 00:00:00;1029;PERNIL QUALITY;2940;86;5400;15876
7890;1;28000890000001;51;2014-11-02 00:00:00;1029;ALAS QUALITY;675;89;6500;4388
7891;1;28000870000001;51;2014-11-02 00:00:00;1046;PECHUGA QUALITY;870;87;8800;7656
7892;1;28000870000001;51;2014-11-02 00:00:00;1050;PECHUGA QUALITY;845;87;8800;7436
7893;1;28000140000001;51;2014-11-02 00:00:00;1053;LAGARTO;1065;14;7900;8414
7894;1;28000710000001;51;2014-11-02 00:00:00;1059;PIERNA DE CERDO;495;71;12200;6039
7895;1;28000730000001;51;2014-11-02 00:00:00;1108;COSTILLA DE CERDO;1270;73;10900;13843
7896;1;28000700000001;51;2014-11-02 00:00:00;1110;CAÑON;535;70;12600;6741
7897;1;28000860000001;51;2014-11-02 00:00:00;1113;PERNIL QUALITY;965;86;5400;5211
7898;1;28000860000001;51;2014-11-02 00:00:00;1139;PERNIL QUALITY;540;86;5400;2916
7899;1;28000870000001;51;2014-11-02 00:00:00;1159;PECHUGA QUALITY;1495;87;8800;13156
7900;1;28000870000001;51;2014-11-02 00:00:00;1201;PECHUGA QUALITY;1555;87;8800;13684
7901;1;28000720000001;51;2014-11-02 00:00:00;1215;PIERNA ECONOMICA;1480;72;11200;16576
7902;1;28000890000001;51;2014-11-02 00:00:00;1218;ALAS QUALITY;1095;89;6500;7118
7903;1;28000860000001;51;2014-11-02 00:00:00;1219;PERNIL QUALITY;2125;86;5400;11475
7904;1;28000710000001;51;2014-11-02 00:00:00;1222;PIERNA DE CERDO;495;71;12200;6039
7905;1;28000860000001;51;2014-11-02 00:00:00;1232;PERNIL QUALITY;1890;86;5400;10206
7906;1;28000290000001;51;2014-11-02 00:00:00;1239;HIGADO;490;29;7700;3773
7907;1;28000700000001;51;2014-11-02 00:00:00;1249;CAÑON;610;70;12600;7686
7908;1;28000260000001;51;2014-11-02 00:00:00;1304;PUNTA ESPALDILLA;490;26;12500;6125
7909;1;28000710000001;51;2014-11-02 00:00:00;1307;PIERNA DE CERDO;480;71;12200;5856
7910;1;28000080000001;51;2014-11-02 00:00:00;1309;SOLOMO EXTRANJERO;515;8;13900;7159
7911;1;28000110000001;51;2014-11-02 00:00:00;1315;CASCARA DE FREIR;990;11;11200;11088
7912;1;28000860000001;51;2014-11-02 00:00:00;1316;PERNIL QUALITY;890;86;5400;4806
7913;1;28000060000001;51;2014-11-02 00:00:00;1317;MUCHACHO;1025;6;11900;12198
7914;1;28000860000001;51;2014-11-02 00:00:00;1318;PERNIL QUALITY;525;86;5400;2835
7915;1;28000750000001;51;2014-11-02 00:00:00;1319;PAPADA;495;75;6500;3218
7916;1;28000860000001;51;2014-11-02 00:00:00;1321;PERNIL QUALITY;1015;86;5400;5481
7917;1;28000860000001;51;2014-11-02 00:00:00;1324;PERNIL QUALITY;1530;86;5400;8262
7918;1;28000710000001;51;2014-11-02 00:00:00;1325;PIERNA DE CERDO;780;71;12200;9516
7919;1;28000730000001;51;2014-11-02 00:00:00;1328;COSTILLA DE CERDO;560;73;10900;6104
7920;1;28000710000001;51;2014-11-02 00:00:00;1330;PIERNA DE CERDO;755;71;12200;9211
7921;1;28000860000001;51;2014-11-02 00:00:00;1340;PERNIL QUALITY;1505;86;5400;8127
7922;1;28000870000001;51;2014-11-02 00:00:00;1346;PECHUGA QUALITY;810;87;8800;7128
7923;1;28000710000001;51;2014-11-02 00:00:00;1350;PIERNA DE CERDO;1005;71;12200;12261
7924;1;28000040000001;51;2014-11-02 00:00:00;1404;TABLA;490;4;13900;6811
7925;1;28000700000001;51;2014-11-02 00:00:00;1419;CAÑON;1035;70;12600;13041
7926;1;28000750000001;51;2014-11-02 00:00:00;1421;PAPADA;930;75;6500;6045
7927;1;28000870000001;51;2014-11-02 00:00:00;1423;PECHUGA QUALITY;1450;87;8800;12760
7928;1;28000870000001;51;2014-11-02 00:00:00;1437;PECHUGA QUALITY;780;87;8800;6864
7929;1;28000860000001;51;2014-11-02 00:00:00;1500;PERNIL QUALITY;1070;86;5400;5778
7930;1;28000860000001;51;2014-11-02 00:00:00;1501;PERNIL QUALITY;1485;86;5400;8019
7931;1;28000870000001;51;2014-11-02 00:00:00;1515;PECHUGA QUALITY;615;87;8800;5412
7932;1;28000870000001;51;2014-11-02 00:00:00;1525;PECHUGA QUALITY;825;87;8800;7260
7933;1;28000870000001;51;2014-11-02 00:00:00;1525;PECHUGA QUALITY;1680;87;8800;14784
7934;1;28000890000001;51;2014-11-02 00:00:00;1616;ALAS QUALITY;490;89;6500;3185
7935;1;28000480000001;51;2014-11-02 00:00:00;1617;CHORIZOS DE RES;400;48;10000;4000
7936;1;28000860000001;51;2014-11-02 00:00:00;1620;PERNIL QUALITY;1370;86;5400;7398
7937;1;28000860000001;51;2014-11-02 00:00:00;1648;PERNIL QUALITY;2620;86;5400;14148
7938;1;28000860000001;51;2014-11-02 00:00:00;1711;PERNIL QUALITY;1600;86;5400;8640
7939;1;28000860000001;51;2014-11-02 00:00:00;1718;PERNIL QUALITY;1985;86;5400;10719
7940;1;28000890000001;51;2014-11-02 00:00:00;1728;ALAS QUALITY;925;89;6500;6013
7941;1;28000750000001;51;2014-11-02 00:00:00;1734;PAPADA;630;75;6500;4095
